ID;B0;B1;B2;B3;B4;B5;B6;B7
2015;3;37;0;148;0;0;0;4
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;0;6;3;226;0;175
2001;1;0;2;218;0;31;0;31
2002;2;0;2;16;3;16;3;26
2017;0;0;0;0;0;0;0;0
2000;0;0;241;96;1;184;255;72
2001;1;0;2;123;0;98;0;98
2002;2;0;3;244;1;152;1;104
2001;1;0;3;249;0;29;0;29
2002;2;0;0;55;3;196;2;111
2000;0;0;241;96;1;184;0;208
2001;1;0;0;214;0;163;0;163
2015;8;155;0;126;0;0;0;5
2023;0;0;0;0;0;0;0;0
2002;2;0;1;104;2;62;1;18
2002;2;0;3;14;3;174;0;120
2005;0;0;0;0;0;0;0;0
2006;0;0;0;0;0;0;0;0
2004;255;212;255;112;0;56;0;9
2001;1;0;1;43;0;6;0;6
2002;2;0;1;122;1;57;1;49
2003;3;0;0;0;0;0;3;33
2001;1;0;0;228;0;4;0;4
2002;2;0;0;2;2;187;0;72
2000;0;0;11;184;0;24;0;208
2001;1;0;2;238;0;59;0;59
2002;2;0;0;26;2;191;1;150
2001;1;0;1;81;0;52;0;52
2002;2;0;2;243;0;187;2;93
2015;8;174;0;134;0;0;0;4
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2000;0;0;249;48;0;232;0;24
2001;1;0;1;97;0;147;0;147
2002;2;0;2;19;2;14;0;50
2002;2;0;1;204;2;70;1;140
2017;0;0;0;0;0;0;0;0
2000;0;0;253;24;0;0;0;24
2001;1;0;1;34;0;2;0;2
2002;2;0;0;157;3;253;3;255
2001;1;0;2;157;0;182;0;182
2002;2;0;1;205;2;190;2;218
2000;0;0;0;0;255;96;0;0
2001;1;0;2;79;0;141;0;141
2015;4;185;0;209;0;0;0;3
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;1;156
2006;0;0;0;0;0;0;0;0
2002;2;0;1;199;0;135;0;27
2000;0;0;249;48;255;96;1;184
2002;2;0;3;228;2;103;0;236
2001;1;0;3;124;0;58;0;58
2002;2;0;3;13;0;173;3;231
2001;1;0;3;45;0;11;0;11
2002;2;0;0;197;0;180;2;244
2000;0;0;7;208;0;0;255;72
2001;1;0;3;124;0;112;0;112
2002;2;0;2;113;0;163;3;76
2001;1;0;3;239;0;70;0;70
2002;2;0;0;125;3;118;0;119
2017;0;0;0;0;0;0;0;0
2000;0;0;11;184;0;208;255;72
2015;7;218;0;75;0;0;0;3
2001;1;0;3;61;0;185;0;185
2002;2;0;3;51;0;245;2;220
2001;1;0;3;157;0;125;0;125
2002;2;0;2;25;0;97;0;81
2000;0;0;241;96;0;48;255;72
2001;1;0;0;150;0;104;0;104
2002;2;0;0;2;1;166;1;167
2001;1;0;1;46;0;127;0;127
2002;2;0;2;128;1;214;3;90
2000;0;0;241;96;0;48;0;24
2015;6;165;0;134;0;0;0;3
2002;2;0;1;250;3;7;1;219
2003;3;0;0;0;0;0;1;180
2016;0;0;0;0;0;0;0;0
2000;0;0;11;184;0;24;0;232
2001;1;0;2;101;0;62;0;62
2002;2;0;0;234;1;160;1;143
2001;1;0;3;184;0;123;0;123
2002;2;0;1;153;1;180;2;61
2000;0;0;11;184;0;208;255;72
2001;1;0;2;222;0;67;0;67
2002;2;0;0;73;3;51;3;227
2001;1;0;0;183;0;15;0;15
2002;2;0;3;68;2;224;0;11
2015;4;186;0;104;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2000;0;0;249;48;255;72;0;232
2002;2;0;1;101;3;23;2;159
2017;0;0;0;0;0;0;0;0
2001;1;0;3;38;0;139;0;139
2002;2;0;2;31;1;127;1;74
2001;1;0;0;22;0;85;0;85
2002;2;0;3;105;3;103;2;151
2000;0;0;7;208;0;24;255;96
2001;1;0;2;234;0;53;0;53
2002;2;0;0;238;3;159;3;201
2000;0;0;11;184;0;208;255;96
2001;1;0;2;52;0;14;0;14
2002;2;0;0;236;1;30;3;31
2004;0;100;0;56;1;44;0;10
2015;1;189;0;62;0;0;0;1
2018;0;0;0;0;0;0;0;0
2002;2;0;1;242;2;172;2;193
2000;0;0;11;184;0;232;255;72
2003;3;0;0;0;0;0;1;44
2001;1;0;0;34;0;37;0;37
2002;2;0;3;79;0;18;2;81
2001;1;0;2;243;0;101;0;101
2002;2;0;0;52;3;77;2;152
2000;0;0;253;24;255;72;1;184
2001;1;0;0;137;0;142;0;142
2002;2;0;3;67;1;169;0;89
2001;1;0;0;50;0;46;0;46
2015;3;135;0;79;0;0;0;2
2016;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2000;0;0;249;48;0;232;1;184
2002;2;0;1;232;0;73;3;227
2001;1;0;1;48;0;139;0;139
2002;2;0;1;168;0;154;1;6
2001;1;0;2;204;0;162;0;162
2002;2;0;3;3;2;254;2;150
2000;0;0;249;48;0;208;255;72
2001;1;0;3;61;0;113;0;113
2002;2;0;2;96;0;59;1;206
2001;1;0;0;40;0;129;0;129
2002;2;0;3;157;2;76;3;22
2000;0;0;245;72;1;184;0;232
2003;3;0;0;0;0;0;3;123
2006;0;0;0;0;0;0;0;0
2004;0;100;0;100;1;44;0;2
2001;1;0;0;17;0;47;0;47
2016;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2000;0;0;0;0;1;184;255;72
2002;2;0;3;110;2;100;1;225
2001;1;0;3;240;0;25;0;25
2002;2;0;2;105;1;151;1;206
2000;0;0;241;96;255;72;0;232
2001;1;0;2;37;0;124;0;124
2002;2;0;3;93;2;243;2;5
2001;1;0;0;170;0;76;0;76
2002;2;0;2;35;0;227;1;64
2015;4;226;0;76;0;0;0;4
2018;0;0;0;0;0;0;0;0
2002;2;0;1;174;2;103;3;250
2016;0;0;0;0;0;0;0;0
2001;1;0;0;96;0;68;0;68
2002;2;0;1;10;0;152;2;27
2000;0;0;245;72;0;232;255;72
2001;1;0;2;49;0;19;0;19
2002;2;0;2;188;0;129;2;46
2001;1;0;0;55;0;109;0;109
2002;2;0;2;2;2;203;0;245
2000;0;0;249;48;0;208;255;96
2002;2;0;2;111;3;21;3;223
2003;3;0;0;0;0;0;0;77
2015;0;6;0;15;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;3;181;2;0;3;154
2017;0;0;0;0;0;0;0;0
2000;0;0;241;96;0;48;255;96
2001;1;0;3;55;0;74;0;74
2002;2;0;3;139;2;1;2;83
2001;1;0;2;84;0;163;0;163
2002;2;0;2;136;2;145;2;195
2000;0;0;11;184;0;0;255;96
2001;1;0;0;50;0;69;0;69
2002;2;0;1;117;2;191;1;251
2001;1;0;0;228;0;163;0;163
2002;2;0;1;206;1;218;1;140
2015;1;88;0;16;0;0;0;4
2016;0;0;0;0;0;0;0;0
2002;2;0;2;183;3;153;1;139
2017;0;0;0;0;0;0;0;0
2001;1;0;2;201;0;134;0;134
2002;2;0;3;253;1;123;2;197
2000;0;0;249;48;255;72;0;48
2001;1;0;1;94;0;154;0;154
2002;2;0;2;52;2;172;0;58
2003;3;0;0;0;0;0;1;159
2004;0;156;0;200;255;212;0;38
2006;0;0;0;0;0;0;0;0
2000;0;0;253;24;0;48;0;232
2001;1;0;0;108;0;8;0;8
2002;2;0;0;233;1;208;2;149
2015;0;14;0;87;0;0;0;3
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2005;0;0;0;0;0;0;0;0
2001;1;0;0;151;0;5;0;5
2002;2;0;0;32;3;235;1;63
2000;0;0;3;232;1;184;0;208
2001;1;0;1;215;0;159;0;159
2002;2;0;1;139;2;61;3;30
2001;1;0;0;72;0;22;0;22
2002;2;0;3;165;1;249;3;6
2000;0;0;249;48;255;96;0;0
2001;1;0;0;14;0;2;0;2
2002;2;0;1;192;0;27;0;165
2001;1;0;0;178;0;193;0;193
2002;2;0;3;125;0;25;0;81
2017;0;0;0;0;0;0;0;0
2000;0;0;11;184;0;232;255;96
2001;1;0;0;158;0;12;0;12
2000;0;0;245;72;0;232;0;24
2002;2;0;2;161;0;206;3;54
2015;7;52;0;221;0;0;0;4
2001;1;0;1;239;0;185;0;185
2002;2;0;3;194;2;23;1;2
2000;0;0;0;0;255;96;0;48
2015;2;175;0;43;0;0;0;2
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;0;244;3;191;1;102
2002;2;0;1;55;1;207;2;210
2017;0;0;0;0;0;0;0;0
2001;1;0;3;111;0;8;0;8
2002;2;0;3;172;2;35;1;108
2000;0;0;253;24;0;208;0;24
2002;2;0;2;9;1;172;2;44
2002;2;0;3;122;0;1;3;168
2001;1;0;1;136;0;148;0;148
2001;1;0;1;34;0;39;0;39
2002;2;0;0;99;1;250;3;16
2000;0;0;11;184;0;0;0;48
2001;1;0;2;37;0;92;0;92
2004;0;200;0;100;0;200;0;32
2002;2;0;3;49;2;46;0;180
2001;1;0;0;79;0;141;0;141
2002;2;0;3;99;3;120;2;3
2000;0;0;7;208;255;96;0;24
2001;1;0;1;203;0;14;0;14
2002;2;0;0;87;0;100;2;22
2015;6;189;0;186;0;0;0;0
2016;0;0;0;0;0;0;0;0
2002;2;0;2;190;2;37;2;248
2000;0;0;11;184;255;72;0;0
2017;0;0;0;0;0;0;0;0
2001;1;0;2;8;0;69;0;69
2002;2;0;1;233;2;139;0;69
2001;1;0;2;143;0;47;0;47
2002;2;0;1;45;0;178;2;66
2000;0;0;249;48;1;184;255;96
2001;1;0;0;88;0;130;0;130
2002;2;0;0;9;0;9;2;108
2001;1;0;3;58;0;109;0;109
2002;2;0;0;9;0;43;0;136
2015;4;143;0;105;0;0;0;2
2017;0;0;0;0;0;0;0;0
2000;0;0;253;24;0;24;0;48
2016;0;0;0;0;0;0;0;0
2001;1;0;2;217;0;98;0;98
2002;2;0;3;34;0;31;2;18
2001;1;0;3;244;0;134;0;134
2002;2;0;3;97;2;171;3;147
2004;0;0;255;212;0;200;0;61
2002;2;0;3;4;1;188;3;232
2003;3;0;0;0;0;0;3;248
2001;1;0;1;150;0;93;0;93
2002;2;0;1;4;2;195;3;210
2000;0;0;249;48;1;184;1;184
2001;1;0;2;146;0;134;0;134
2002;2;0;1;231;2;71;3;108
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;1;0;0;61;0;61
2000;0;0;11;184;0;48;0;48
2015;9;14;0;83;0;0;0;3
2001;1;0;0;221;0;19;0;19
2002;2;0;1;218;3;69;1;112
2001;1;0;0;166;0;116;0;116
2002;2;0;0;96;0;67;2;64
2000;0;0;11;184;0;0;0;232
2001;1;0;0;193;0;137;0;137
2002;2;0;1;226;3;133;0;28
2015;0;33;0;19;0;0;0;3
2016;0;0;0;0;0;0;0;0
2002;2;0;1;95;0;151;0;73
2001;1;0;3;118;0;61;0;61
2002;2;0;1;251;1;16;2;61
2003;3;0;0;0;0;0;1;2
2006;0;0;0;0;0;0;0;0
2017;0;0;0;0;0;0;0;0
2000;0;0;241;96;255;72;1;184
2001;1;0;2;111;0;34;0;34
2002;2;0;3;112;2;115;3;165
2001;1;0;1;180;0;27;0;27
2002;2;0;3;143;2;14;3;76
2000;0;0;7;208;0;0;0;208
2001;1;0;0;177;0;98;0;98
2002;2;0;2;112;0;77;0;30
2015;2;194;0;93;0;0;0;0
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;3;57;0;136;0;136
2002;2;0;0;231;0;72;1;223
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;208;255;96
2002;2;0;1;191;1;64;0;173
2001;1;0;1;46;0;171;0;171
2001;1;0;3;121;0;169;0;169
2002;2;0;0;197;2;73;2;114
2000;0;0;241;96;0;24;0;0
2001;1;0;1;82;0;76;0;76
2002;2;0;1;73;0;25;1;220
2001;1;0;0;234;0;9;0;9
2002;2;0;3;132;3;62;2;164
2015;5;75;0;125;0;0;0;0
2000;0;0;253;24;0;208;0;0
2002;2;0;1;56;1;16;1;159
2003;3;0;0;0;0;0;0;227
2004;0;0;0;0;1;44;0;54
2006;0;0;0;0;0;0;0;0
2016;0;0;0;0;0;0;0;0
2001;1;0;3;13;0;71;0;71
2002;2;0;1;38;3;9;3;154
2000;0;0;241;96;0;208;0;208
2001;1;0;2;233;0;37;0;37
2002;2;0;3;197;0;79;0;21
2001;1;0;1;224;0;101;0;101
2002;2;0;3;39;2;98;2;77
2000;0;0;241;96;1;184;255;72
2001;1;0;3;213;0;86;0;86
2002;2;0;1;247;0;134;1;92
2015;2;133;0;78;0;0;0;3
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2016;0;0;0;0;0;0;0;0
2001;1;0;2;255;0;59;0;59
2002;2;0;0;137;0;139;3;9
2000;0;0;249;48;0;48;0;48
2001;1;0;3;155;0;74;0;74
2002;2;0;3;252;1;208;2;35
2001;1;0;2;36;0;160;0;160
2002;2;0;3;175;3;203;1;126
2000;0;0;253;24;1;184;0;24
2001;1;0;3;196;0;120;0;120
2002;2;0;0;61;1;26;3;46
2001;1;0;0;14;0;109;0;109
2002;2;0;3;151;0;110;3;58
2006;0;0;0;0;0;0;0;0
2002;2;0;0;121;3;57;3;80
2015;5;247;0;144;0;0;0;0
2001;1;0;2;15;0;5;0;5
2002;2;0;1;11;2;186;2;5
2000;0;0;241;96;1;184;0;232
2001;1;0;1;151;0;100;0;100
2002;2;0;2;160;1;41;0;103
2001;1;0;3;175;0;191;0;191
2002;2;0;0;89;3;226;2;132
2015;0;55;0;85;0;0;0;3
2016;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;0;196;2;114;1;12
2000;0;0;0;0;0;232;1;184
2000;0;0;241;96;0;208;0;232
2001;1;0;3;86;0;138;0;138
2002;2;0;2;199;3;191;0;35
2001;1;0;0;218;0;41;0;41
2002;2;0;1;109;3;2;3;48
2000;0;0;7;208;255;72;255;96
2002;2;0;2;110;2;111;2;184
2001;1;0;1;40;0;40;0;40
2001;1;0;2;139;0;56;0;56
2002;2;0;3;251;0;109;2;29
2015;0;86;0;116;0;0;0;5
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;1;161
2004;255;212;0;100;0;100;0;20
2001;1;0;0;24;0;54;0;54
2002;2;0;2;47;0;152;0;174
2017;0;0;0;0;0;0;0;0
2000;0;0;11;184;0;48;0;48
2001;1;0;3;56;0;175;0;175
2002;2;0;3;61;3;65;3;206
2001;1;0;0;229;0;179;0;179
2002;2;0;2;30;3;8;0;63
2000;0;0;11;184;1;184;0;24
2001;1;0;2;207;0;55;0;55
2002;2;0;0;92;3;142;3;29
2015;7;157;0;236;0;0;0;1
2002;2;0;3;6;1;140;1;98
2016;0;0;0;0;0;0;0;0
2000;0;0;241;96;0;24;0;208
2001;1;0;1;77;0;46;0;46
2002;2;0;1;22;3;63;1;221
2001;1;0;1;76;0;133;0;133
2002;2;0;2;109;0;140;2;111
2000;0;0;7;208;255;96;255;96
2001;1;0;2;90;0;176;0;176
2002;2;0;0;214;2;25;3;174
2001;1;0;0;220;0;171;0;171
2002;2;0;1;26;1;230;3;46
2006;0;0;0;0;0;0;0;0
2017;0;0;0;0;0;0;0;0
2000;0;0;241;96;0;48;0;24
2003;3;0;0;0;0;0;1;254
2001;1;0;2;101;0;16;0;16
2002;2;0;0;28;2;61;3;121
2001;1;0;2;245;0;3;0;3
2002;2;0;0;119;3;102;1;234
2000;0;0;0;0;255;72;0;232
2002;2;0;1;54;3;213;2;88
2001;1;0;1;87;0;81;0;81
2001;1;0;0;183;0;143;0;143
2002;2;0;0;202;0;215;1;99
2000;0;0;249;48;255;72;0;208
2001;1;0;3;148;0;95;0;95
2002;2;0;0;224;2;104;3;62
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2001;1;0;0;183;0;199;0;199
2000;0;0;7;208;0;0;1;184
2015;4;43;0;209;0;0;0;2
2001;1;0;1;34;0;140;0;140
2002;2;0;1;146;2;235;1;48
2001;1;0;1;145;0;8;0;8
2002;2;0;1;227;1;243;2;105
2000;0;0;253;24;1;184;255;72
2001;1;0;3;221;0;56;0;56
2002;2;0;2;48;3;116;1;82
2003;3;0;0;0;0;0;1;107
2006;0;0;0;0;0;0;0;0
2002;2;0;2;15;0;136;0;199
2004;0;0;0;0;0;156;0;50
2001;1;0;1;32;0;61;0;61
2002;2;0;1;29;3;239;0;205
2000;0;0;11;184;255;96;0;48
2001;1;0;1;27;0;154;0;154
2002;2;0;1;198;1;1;3;188
2001;1;0;2;3;0;129;0;129
2002;2;0;0;193;3;45;2;210
2000;0;0;241;96;255;96;0;48
2001;1;0;2;162;0;97;0;97
2002;2;0;1;228;1;190;1;157
2015;4;208;0;145;0;0;0;1
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;3;13;0;20;0;20
2002;2;0;3;156;2;84;2;61
2017;0;0;0;0;0;0;0;0
2000;0;0;0;0;0;232;0;208
2001;1;0;3;203;0;153;0;153
2002;2;0;0;146;3;157;2;204
2001;1;0;0;43;0;176;0;176
2002;2;0;0;209;2;15;2;218
2000;0;0;249;48;0;48;1;184
2001;1;0;0;242;0;27;0;27
2002;2;0;2;36;0;77;1;132
2003;3;0;0;0;0;0;3;67
2004;0;0;0;200;255;212;0;51
2006;0;0;0;0;0;0;0;0
2005;0;0;0;0;0;0;0;0
2001;1;0;3;244;0;115;0;115
2019;0;0;0;0;0;0;0;0
2000;0;0;3;232;0;0;0;0
2001;1;0;2;220;0;89;0;89
2002;2;0;2;41;0;82;2;251
2002;2;0;3;171;1;192;1;168
2001;1;0;1;4;0;186;0;186
2002;2;0;0;185;1;255;1;57
2000;0;0;245;72;0;48;0;48
2001;1;0;0;97;0;161;0;161
2002;2;0;1;180;0;182;2;139
2001;1;0;1;73;0;84;0;84
2002;2;0;1;146;3;192;0;180
2000;0;0;11;184;0;232;0;232
2001;1;0;2;122;0;154;0;154
2002;2;0;3;220;3;43;3;43
2015;8;2;0;248;0;0;0;0
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2016;0;0;0;0;0;0;0;0
2001;1;0;0;228;0;49;0;49
2002;2;0;3;49;3;164;1;228
2000;0;0;253;24;0;208;255;96
2001;1;0;3;178;0;11;0;11
2002;2;0;0;131;3;181;2;146
2001;1;0;2;0;0;196;0;196
2002;2;0;2;220;0;37;0;191
2000;0;0;245;72;0;48;255;72
2003;3;0;0;0;0;0;3;198
2004;0;56;0;156;0;0;0;13
2006;0;0;0;0;0;0;0;0
2001;1;0;1;154;0;20;0;20
2002;2;0;1;100;1;117;1;63
2001;1;0;2;95;0;131;0;131
2015;2;26;0;174;0;0;0;1
2019;0;0;0;0;0;0;0;0
2000;0;0;241;96;1;184;0;232
2005;0;0;0;0;0;0;0;0
2001;1;0;0;138;0;106;0;106
2002;2;0;3;209;0;79;3;15
2001;1;0;3;193;0;7;0;7
2002;2;0;2;49;3;223;0;74
2000;0;0;7;208;0;48;1;184
2001;1;0;0;21;0;126;0;126
2002;2;0;3;189;3;35;3;22
2001;1;0;0;165;0;137;0;137
2002;2;0;3;140;1;102;1;125
2000;0;0;0;0;255;96;0;48
2015;1;15;0;86;0;0;0;2
2002;2;0;0;162;1;65;2;83
2002;2;0;3;203;1;27;3;233
2016;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;2;164
2002;2;0;3;142;1;194;3;114
2004;0;56;0;56;0;200;0;36
2001;1;0;2;204;0;97;0;97
2002;2;0;2;142;2;167;2;37
2015;4;196;0;229;0;0;0;1
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;1;235;0;3;0;3
2002;2;0;3;195;1;182;3;150
2017;0;0;0;0;0;0;0;0
2001;1;0;0;2;0;75;0;75
2002;2;0;0;227;3;21;2;35
2000;0;0;241;96;255;72;0;0
2001;1;0;3;147;0;60;0;60
2002;2;0;0;151;0;12;3;225
2001;1;0;2;111;0;31;0;31
2002;2;0;0;121;0;236;2;113
2000;0;0;11;184;0;208;255;72
2001;1;0;0;182;0;71;0;71
2002;2;0;0;40;2;167;3;244
2015;6;116;0;235;0;0;0;3
2002;2;0;0;165;1;50;1;232
2016;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;232;255;96
2001;1;0;1;145;0;57;0;57
2002;2;0;0;121;0;239;2;239
2003;3;0;0;0;0;0;2;250
2004;1;44;255;112;1;44;0;24
2002;2;0;2;139;0;244;0;103
2005;0;0;0;0;0;0;0;0
2000;0;0;3;232;1;184;0;232
2001;1;0;1;155;0;82;0;82
2002;2;0;0;143;2;72;3;85
2001;1;0;1;77;0;20;0;20
2002;2;0;2;40;3;80;1;64
2015;8;39;0;152;0;0;0;3
2017;0;0;0;0;0;0;0;0
2000;0;0;245;72;0;48;0;0
2016;0;0;0;0;0;0;0;0
2001;1;0;0;26;0;147;0;147
2002;2;0;1;91;2;95;1;133
2001;1;0;3;35;0;137;0;137
2002;2;0;3;50;0;46;2;218
2000;0;0;241;96;0;208;0;232
2001;1;0;1;234;0;116;0;116
2002;2;0;1;161;0;182;1;60
2001;1;0;0;172;0;50;0;50
2002;2;0;2;130;1;211;1;241
2000;0;0;249;48;1;184;255;96
2001;1;0;2;44;0;91;0;91
2002;2;0;2;181;2;36;1;42
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;1;76;2;131;2;238
2000;0;0;0;0;1;184;1;184
2015;7;253;0;103;0;0;0;4
2001;1;0;0;92;0;6;0;6
2002;2;0;2;173;2;227;2;9
2004;0;200;255;112;0;56;0;24
2005;0;0;0;0;0;0;0;0
2001;1;0;3;187;0;69;0;69
2002;2;0;1;145;3;195;0;102
2001;1;0;2;83;0;174;0;174
2002;2;0;3;91;2;207;1;129
2000;0;0;249;48;1;184;1;184
2015;4;154;0;96;0;0;0;0
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2002;2;0;0;154;2;127;3;9
2017;0;0;0;0;0;0;0;0
2001;1;0;2;157;0;142;0;142
2002;2;0;2;240;2;65;1;70
2000;0;0;7;208;0;48;0;24
2001;1;0;0;71;0;23;0;23
2002;2;0;1;191;0;245;3;0
2001;1;0;0;0;0;131;0;131
2002;2;0;3;13;1;209;2;223
2000;0;0;253;24;0;24;0;208
2001;1;0;1;191;0;103;0;103
2002;2;0;3;135;0;141;0;190
2015;6;214;0;106;0;0;0;3
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2001;1;0;1;184;0;140;0;140
2000;0;0;241;96;255;72;255;96
2002;2;0;1;206;2;191;3;226
2006;0;0;0;0;0;0;0;0
2017;0;0;0;0;0;0;0;0
2001;1;0;2;213;0;177;0;177
2002;2;0;1;143;2;69;0;98
2000;0;0;253;24;0;0;0;24
2001;1;0;0;94;0;153;0;153
2002;2;0;0;107;0;78;1;0
2001;1;0;1;135;0;121;0;121
2002;2;0;3;254;2;120;3;167
2000;0;0;245;72;255;96;0;24
2001;1;0;1;88;0;50;0;50
2002;2;0;2;86;0;183;3;154
2015;4;196;0;40;0;0;0;3
2001;1;0;2;131;0;12;0;12
2002;2;0;0;215;1;195;3;198
2000;0;0;0;0;0;208;0;208
2001;1;0;1;105;0;86;0;86
2002;2;0;1;20;0;15;0;212
2001;1;0;2;222;0;54;0;54
2002;2;0;1;127;0;200;3;186
2000;0;0;241;96;0;208;0;24
2001;1;0;0;77;0;141;0;141
2002;2;0;3;175;1;233;2;188
2015;7;102;0;1;0;0;0;3
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2016;0;0;0;0;0;0;0;0
2001;1;0;0;33;0;123;0;123
2002;2;0;1;239;1;55;0;106
2000;0;0;0;0;255;72;255;72
2001;1;0;1;135;0;162;0;162
2002;2;0;3;8;1;116;3;197
2003;3;0;0;0;0;0;1;210
2001;1;0;3;15;0;94;0;94
2002;2;0;3;166;2;105;0;67
2000;0;0;3;232;0;48;255;72
2001;1;0;3;161;0;169;0;169
2002;2;0;2;59;3;241;1;41
2001;1;0;2;114;0;193;0;193
2002;2;0;2;33;1;227;1;12
2000;0;0;11;184;255;72;0;48
2002;2;0;3;63;2;59;2;201
2015;0;26;0;206;0;0;0;1
2001;1;0;1;61;0;170;0;170
2002;2;0;1;242;3;57;2;56
2000;0;0;11;184;255;72;0;48
2001;1;0;3;135;0;143;0;143
2002;2;0;3;122;0;158;1;141
2001;1;0;1;232;0;111;0;111
2002;2;0;3;77;0;115;2;3
2015;3;135;0;171;0;0;0;1
2016;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;2;115;3;235;0;239
2003;3;0;0;0;0;0;3;20
2006;0;0;0;0;0;0;0;0
2000;0;0;249;48;255;96;0;24
2000;0;0;253;24;0;232;1;184
2002;2;0;0;107;0;61;1;115
2001;1;0;1;121;0;137;0;137
2002;2;0;3;50;0;185;3;10
2001;1;0;0;53;0;48;0;48
2000;0;0;245;72;0;24;0;208
2001;1;0;1;75;0;186;0;186
2002;2;0;1;76;3;233;2;91
2001;1;0;3;109;0;6;0;6
2002;2;0;0;153;3;207;2;206
2015;1;80;0;227;0;0;0;4
2016;0;0;0;0;0;0;0;0
2019;0;0;0;0;0;0;0;0
2000;0;0;241;96;0;232;0;24
2002;2;0;0;88;0;114;3;170
2001;1;0;1;17;0;119;0;119
2002;2;0;1;2;1;42;3;168
2017;0;0;0;0;0;0;0;0
2000;0;0;241;96;0;232;0;24
2001;1;0;3;113;0;156;0;156
2002;2;0;0;160;2;19;2;35
2001;1;0;0;154;0;39;0;39
2002;2;0;3;191;2;161;0;27
2000;0;0;245;72;255;72;255;72
2002;2;0;1;193;1;255;1;134
2001;1;0;1;130;0;43;0;43
2015;7;21;0;119;0;0;0;5
2018;0;0;0;0;0;0;0;0
2004;0;200;0;156;255;212;0;10
2001;1;0;3;104;0;145;0;145
2002;2;0;1;203;0;44;0;144
2016;0;0;0;0;0;0;0;0
2000;0;0;3;232;255;72;1;184
2001;1;0;0;199;0;144;0;144
2002;2;0;0;118;1;168;3;208
2001;1;0;2;60;0;142;0;142
2002;2;0;2;109;3;171;3;83
2000;0;0;11;184;255;96;1;184
2001;1;0;0;24;0;7;0;7
2002;2;0;1;94;1;149;1;49
2001;1;0;1;59;0;29;0;29
2002;2;0;2;168;3;184;3;134
2015;1;137;0;150;0;0;0;3
2017;0;0;0;0;0;0;0;0
2000;0;0;0;0;255;96;0;24
2002;2;0;3;119;3;57;3;106
2016;0;0;0;0;0;0;0;0
2001;1;0;0;148;0;66;0;66
2002;2;0;2;108;1;13;3;167
2000;0;0;253;24;1;184;0;0
2001;1;0;0;45;0;114;0;114
2002;2;0;3;205;1;58;3;123
2001;1;0;1;53;0;60;0;60
2002;2;0;0;141;2;50;1;250
2000;0;0;245;72;0;0;0;48
2019;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2003;3;0;0;0;0;0;0;134
2001;1;0;1;157;0;106;0;106
2002;2;0;3;36;0;38;0;240
2000;0;0;241;96;0;48;0;208
2001;1;0;2;35;0;36;0;36
2002;2;0;0;195;0;188;3;92
2001;1;0;1;120;0;134;0;134
2002;2;0;1;214;0;116;1;105
2001;1;0;3;142;0;113;0;113
2002;2;0;0;101;1;235;1;192
2000;0;0;7;208;255;72;255;72
2015;4;92;0;76;0;0;0;4
2017;0;0;0;0;0;0;0;0
2023;0;0;0;0;0;0;0;0
2002;2;0;2;37;3;250;3;11
2016;0;0;0;0;0;0;0;0
2001;1;0;3;123;0;46;0;46
2002;2;0;1;215;0;101;2;30
